FrameIndex,HandType,JointID,LocalPosX,LocalPosY,LocalPosZ,LocalRotX,LocalRotY,LocalRotZ,LocalRotW,Timestamp,WorldPosX,WorldPosY,WorldPosZ,WorldRotX,WorldRotY,WorldRotZ,WorldRotW
0,Left,0,0.0019,-0.0056,0.0654,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.000,-0.4173,0.4737,-0.0035,0.6714,-0.5713,0.1345,0.4524
0,Left,2,0.0273,-0.0199,0.0363,-0.0078,0.3500,-0.6386,0.6853,0.000,,,,,,,
0,Left,3,0.0000,0.0000,0.0325,0.3143,-0.0404,0.0797,0.9451,0.000,,,,,,,
0,Left,4,0.0000,0.0000,0.0338,0.2681,0.0360,-0.0731,0.9599,0.000,,,,,,,
0,Left,5,-0.0007,0.0010,0.0246,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,6,0.0184,-0.0114,0.0374,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,7,0.0052,0.0041,0.0586,0.4988,-0.0855,-0.0048,0.8625,0.000,,,,,,,
0,Left,8,0.0000,0.0000,0.0379,0.7488,0.0146,0.0210,0.6623,0.000,,,,,,,
0,Left,9,0.0000,0.0000,0.0243,0.5641,-0.0122,0.0163,0.8255,0.000,,,,,,,
0,Left,10,-0.0003,0.0010,0.0224,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,11,0.0022,-0.0086,0.0352,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,12,-0.0004,0.0061,0.0605,0.5963,-0.0818,0.0633,0.7961,0.000,,,,,,,
0,Left,13,0.0000,0.0000,0.0429,0.6939,0.0047,0.0126,0.7199,0.000,,,,,,,
0,Left,14,0.0000,0.0000,0.0275,0.5728,0.0246,0.0918,0.8142,0.000,,,,,,,
0,Left,15,-0.0003,0.0011,0.0250,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,16,-0.0150,-0.0060,0.0348,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,17,-0.0025,-0.0005,0.0539,0.6174,-0.0581,0.1022,0.7778,0.000,,,,,,,
0,Left,18,0.0000,0.0000,0.0390,0.6897,0.0210,0.0417,0.7226,0.000,,,,,,,
0,Left,19,0.0000,0.0000,0.0266,0.5996,0.0262,0.0319,0.7992,0.000,,,,,,,
0,Left,20,-0.0003,0.0016,0.0243,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Left,21,-0.0230,-0.0094,0.0341,0.0183,-0.1403,0.2070,0.9680,0.000,,,,,,,
0,Left,22,0.0000,0.0000,0.0457,0.5926,-0.0538,-0.0466,0.8023,0.000,,,,,,,
0,Left,23,0.0000,0.0000,0.0307,0.6515,-0.0067,0.0865,0.7536,0.000,,,,,,,
0,Left,24,0.0000,0.0000,0.0203,0.6298,0.0377,-0.0027,0.7759,0.000,,,,,,,
0,Left,25,0.0002,0.0012,0.0219,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Right,0,-0.0029,-0.0049,0.0648,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Right,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.000,-0.0275,0.0685,0.0468,0.6205,-0.1098,-0.0631,0.7739
0,Right,2,-0.0311,-0.0143,0.0336,-0.1615,-0.3134,0.5212,0.7772,0.000,,,,,,,
0,Right,3,0.0000,0.0000,0.0325,0.2658,0.0455,-0.0808,0.9596,0.000,,,,,,,
0,Right,4,0.0000,0.0000,0.0338,0.0956,-0.0522,0.0797,0.9909,0.000,,,,,,,
0,Right,5,0.0007,0.0010,0.0246,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Right,6,-0.0203,-0.0086,0.0360,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
0,Right,7,-0.0033,0.0013,0.0600,0.0115,0.0352,0.0310,0.9988,0.000,,,,,,,
0,Right,8,0.0000,0.0000,0.0379,0.0640,0.0055,-0.0261,0.9976,0.000,,,,,,,
0,Right,9,0.0000,0.0000,0.0243,0.0393,0.0254,-0.0166,0.9988,0.000,,,,,,,
0,Right,10,0.0003,0.0010,0.0224,0.0000,0.0000,0.0000,1.0000,0.000,,,,,,,
